pl_name,pl_rade,pl_masse,pl_dens,pl_insol,st_teff,pl_orbeccen,pl_eqt
"HD 22946 d",2.60700000,2.65700000000000e+01,10.800000,18.5610,6169.00,,546.00
"HD 13908 b",13.90000000,,0.562000,168.6392,6255.00,0.020000,993.25
"Kepler-1446 b",0.82000000,,4.750000,1213.3330,4865.00,0.000000,1539.00
"Kepler-1697 b",1.25954761,,5.830000,37.3000,4681.53,0.000000,630.00
"HD 11112 b",12.60000000,2.59856505563200e+03,7.140000,0.0133,5905.64,0.285000,94.51
"Kepler-674 b",1.69000000,,3.980000,146.5110,4192.00,0.000000,822.00
"Kepler-1269 b",1.63000000,,4.170000,69.0040,5998.00,0.000000,657.00
"Kepler-1576 b",1.04000000,,5.470000,156.6080,5876.00,0.000000,1059.00
"Kepler-1796 b",2.75047868,,2.110000,30.3000,6036.00,0.000000,598.00
"Kepler-972 b",4.65000000,,1.070000,266.5140,6146.00,0.000000,1060.00
"Kepler-1508 b",1.33000000,,5.440000,116.1450,6158.00,0.000000,967.00
"Kepler-293 c",3.83000000,,1.370000,7.2870,5804.00,0.000000,466.00
"AF Lep b",13.00000000,1.14736054927000e+03,2.870000,0.0241,6140.00,0.015000,1400.00
"Kepler-873 b",3.75000000,,1.410000,68.0150,6163.00,0.000000,749.00
"Kepler-669 b",4.83000000,,1.010000,826.7650,6038.00,0.000000,1243.00
"Kepler-783 b",0.78000000,,4.620000,229.1040,5521.00,0.000000,991.00
"Kepler-142 d",2.16000000,,2.900000,22.0720,5790.00,0.000000,582.00
"Kepler-1297 b",0.97000000,,5.240000,2760.5930,5818.00,0.000000,1790.00
"HD 126525 b",10.30000000,,0.379000,0.2701,5638.00,0.035000,198.47
"Kepler-319 d",2.29000000,,2.680000,17.9620,5526.00,0.000000,528.00
"Kepler-1427 b",1.10000000,,5.660000,2730.5100,5793.00,0.000000,1844.00
"Kepler-1959 b",1.14315727,,5.780000,102.2500,5071.00,0.000000,811.00
"HD 109271 b",4.31000000,,1.180000,320.4393,5783.00,0.250000,1128.86
"HD 100546 b",77.34210000,2.70154145950000e+03,0.032100,0.0113,10500.00,,94.67
"HD 158996 b",12.30000000,,13.100000,234.6259,4069.00,0.130000,960.27
"Kepler-1264 b",1.18000000,,5.890000,2367.8040,5791.00,0.000000,1677.00
"HD 100777 b",13.70000000,3.90928940610000e+02,0.835000,0.9345,5533.00,0.380000,264.28
"Kepler-553 b",4.74139884,1.16007368555000e+02,,235.0000,5191.00,0.000000,1089.00
"HD 31527 c",3.85000000,,1.360000,16.9215,5898.00,0.040000,571.07
"K2-44 b",2.43300000,,2.480000,646.0000,5912.00,,1211.00
"Kepler-1955 b",1.16654878,,5.850000,114.3000,5825.00,0.000000,853.00
"Kepler-537 b",1.41000000,,5.040000,442.5220,5763.00,0.000000,1181.00
"HD 217786 b",12.30000000,4.40255909376400e+03,13.000000,0.3159,5966.00,0.311000,207.30
"Kepler-1968 b",1.50004034,,4.660000,72.1600,5008.00,0.000000,744.00
"Kepler-322 c",1.67000000,,4.050000,203.4060,5388.00,0.000000,996.00
"OGLE-TR-132 b",13.45000000,3.75020000000000e+02,0.850000,2550.8364,6210.00,0.600000,2013.00
"Kepler-1684 b",2.87084792,,2.000000,3.4200,4706.54,0.000000,347.00
"HATS-66 b",15.81589900,1.69403390000000e+03,2.340000,2637.0000,6626.00,0.064000,1998.00
"Kepler-171 b",2.34000000,,2.610000,304.1780,5642.00,0.000000,1053.00
"Kepler-1021 b",2.33000000,,2.620000,50.3700,5431.00,0.000000,634.00
"Kepler-1399 b",1.25000000,,5.910000,1707.2520,5735.00,0.000000,1610.00
"TOI-7041 b",11.43316031,1.14418226520000e+02,0.421000,143.2590,4700.00,0.040000,882.37
"OGLE-2014-BLG-0676L b",13.00000000,1.16960853776000e+03,2.930000,,,,
"K2-319 b",2.79000000,,2.070000,25.1842,5440.00,,641.00
"Kepler-414 c",3.01000000,2.99000000000000e+01,6.020000,137.0860,5536.00,0.000000,890.00
"HD 210193 b",14.30000000,,0.288000,0.5142,5790.00,0.240000,235.69
"Kepler-1952 b",1.23923346,,5.980000,65.2700,5973.00,0.000000,725.00
"HD 34445 f",6.88000000,,0.640000,0.8442,5836.00,0.031000,266.14
"V0391 Peg b",13.10000000,,2.490000,9.3750,29300.00,0.000000,519.69
"Kepler-1633 b",1.58000000,,4.350000,26.2580,6256.00,0.000000,925.00
"Kepler-242 c",2.00000000,,3.200000,20.4980,5020.00,0.000000,613.00
"Qatar-5 b",12.40836300,1.37302560000000e+03,3.950000,669.0000,5747.00,0.000000,1415.00
"K2-348 c",2.67000000,,2.200000,,5077.00,,655.00
"K2-132 b",14.57170000,1.55736700000000e+02,0.277000,293.3740,4840.00,0.290000,1586.00
"Kepler-399 c",1.43000000,,4.940000,15.6900,5502.00,0.000000,630.00
"KELT-15 b",19.50366000,4.16357300000000e+02,0.360000,1612.7618,6003.00,0.000000,1642.00
"Kepler-1130 b",0.80000000,,4.690000,162.6500,5403.00,0.000000,904.00
"K2-290 c",11.27625400,2.46000420000000e+02,1.010000,28.2979,6302.00,0.000000,676.00
"TOI-7008 b",4.94735276,,0.985000,1679.3500,5116.06,,1783.00
"Kepler-1367 b",0.92000000,,5.090000,225.2330,4106.00,0.000000,998.00
"DMPP-2 c",8.26000000,,0.505000,553.7504,6500.00,0.280000,1910.88
"Kepler-1716 b",2.42476850,,2.490000,6.3000,4894.00,0.000000,408.00
"TOI-1716.01",3.14300000,,1.770000,254.8300,5879.00,,959.00
"Kepler-1038 c",1.41623380,,5.010000,89.2400,5159.00,0.000000,784.00
"TOI-5159 b",1.54732112,,4.460000,133.1006,5156.16,,866.29
"HD 109271 c",5.27000000,,0.907000,52.0580,5783.00,0.150000,716.68
"K2-202 b",2.30165603,,2.660000,,5491.00,,
"HATS-41 b",14.90797000,3.08295100000000e+03,5.100000,1300.3125,6424.00,0.380000,1710.00
"HD 45350 b",13.50000000,,1.270000,0.3750,5566.00,0.778000,217.81
"GJ 3323 b",1.23000000,,5.960000,2.5800,3159.00,0.230000,290.06
"Kepler-682 b",7.37000000,,0.585000,306.1020,5559.00,0.000000,753.00
"HD 284149 AB b",12.00000000,8.35253053596000e+03,26.600000,0.0000,6035.00,,2395.00
"HATS-77 b",13.05846252,4.36696231218000e+02,1.077000,78.3700,4071.00,0.045000,828.30
"WASP-142 b",17.14977000,2.66977200000000e+02,0.310000,3140.9238,6010.00,0.000000,2000.00
"Kepler-597 b",2.37000000,,2.560000,76.3750,5683.00,0.000000,743.00
"HD 29021 b",12.90000000,1.42069297929000e+03,3.640000,0.1252,5560.00,0.453000,163.20
"GJ 682 b",1.93000000,,3.360000,0.3125,3028.00,0.080000,281.93
"HD 168443 c",12.20000000,5.50033841154200e+03,16.600000,0.2987,5491.00,0.210000,205.47
"WASP-53 b",12.03846600,6.77613560000000e+02,2.280000,241.6656,4953.00,0.030000,1053.00
"Kepler-1857 b",1.96065412,,3.280000,217.4000,6074.00,0.000000,946.00
"Kepler-342 c",1.96000000,,3.280000,77.2900,6175.00,0.000000,754.00
"Kepler-1251 b",1.84000000,,3.560000,13.7800,5545.00,0.000000,487.00
"TOI-5624 f",3.66000000,,1.460000,8.6817,5327.00,0.000000,478.50
"OGLE-2015-BLG-1649L b",13.20000000,8.07000000000000e+02,1.930000,,,,
"Kepler-242 b",2.61000000,,2.260000,43.7680,5020.00,0.000000,742.00
"TOI-220 b",3.03000000,1.38000000000000e+01,2.730000,137.7252,5298.00,0.032000,805.00
"Kepler-374 d",1.31000000,,5.550000,548.0990,5977.00,0.000000,1272.00
"Kepler-1870 b",2.10143764,,3.000000,287.6000,5508.00,0.000000,1046.00
"Kepler-258 b",4.06000000,,1.270000,27.7910,4942.00,0.000000,642.00
"WASP-8 b",12.66617000,8.07288200000000e+02,2.100000,209.1180,5600.00,0.310000,1059.00
"Kepler-1339 b",0.71000000,,4.380000,3094.8170,5586.00,0.000000,1642.00
"HD 106252 b",12.50000000,3.17828407000000e+03,8.940000,0.1884,5874.00,0.480000,178.13
"HD 102956 b",13.80000000,,0.638000,1781.1928,4985.00,0.037000,1804.96
"K2-128 b",1.42000000,,4.990000,68.8000,4469.51,0.230000,803.10
"TOI-139 b",2.45660000,,2.450000,22.4219,4570.00,,561.17
"GJ 508.2 b",,,,0.0025,3720.00,0.270000,59.30
"Kepler-244 b",2.76000000,,2.100000,242.4710,5554.00,0.000000,1038.00
"TOI-4087 b",13.04725353,2.32014737110000e+02,0.570000,753.9000,6060.00,0.000000,1458.00
"OGLE-2015-BLG-1771L b",14.30000000,1.38000000000000e+02,0.259000,,,,
"HAT-P-66 b",17.82231000,2.48860890000000e+02,0.242000,1939.5100,6002.00,0.090000,1896.00
"DMPP-9 b",3.89000000,,1.350000,176.6011,6092.00,0.250000,995.58
"TOI-4898 b",3.71979540,,1.430000,33.0144,4201.57,,667.00
"HD 101581 c",0.99000000,,5.310000,52.0000,4675.00,,747.00
"Kepler-1292 b",1.82000000,,3.620000,521.1010,5556.00,0.000000,1195.00
"Kepler-1906 b",2.77615754,,2.090000,155.7200,5868.00,0.000000,901.00
"GJ 876 e",3.92000000,1.46000000000000e+01,1.330000,0.1110,3293.74,0.055000,150.46
"TOI-1052 c",6.48000000,,0.693000,39.7000,6146.00,0.237000,719.00
"HAT-P-29 b",13.11453000,2.79690400000000e+02,0.710842,433.0000,6087.00,0.090000,1281.00
"YZ Cet c",1.05000000,,5.410000,4.7200,3151.00,0.000000,410.30
"Kepler-434 b",12.67000000,9.08960000000000e+02,2.400000,158.2850,5977.00,0.131000,1000.00
"HD 11755 b",12.80000000,,4.690000,124.3021,4312.00,0.190000,903.49
"Kepler-1471 b",1.41000000,,5.040000,314.2330,5660.00,0.000000,1238.00
"HD 128717 b",12.10000000,6.29300245860000e+03,19.500000,0.0892,6210.00,0.850000,151.90
"HAT-P-46 b",14.39200000,1.56684000000000e+02,0.280000,1405.4798,6120.00,0.123000,1458.00
"TOI-1244 b",2.46700000,6.60000000000000e+00,2.660000,56.6300,4599.00,0.000000,714.86
"HD 39855 b",2.85000000,,2.020000,287.2000,5576.00,0.140000,1145.89
"BD-11 4672 c",4.04000000,,1.280000,1.7444,4550.00,0.400000,320.21
"Kepler-1442 b",3.93000000,,1.330000,25.9720,6394.00,0.000000,522.00
"Kepler-292 d",2.23000000,,2.770000,103.0050,5299.00,0.000000,808.00
"HD 47186 c",13.00000000,,0.279000,0.1925,5657.00,0.249000,183.18
"Kepler-692 b",3.11000000,,1.800000,28.5040,5440.00,0.000000,639.00
"EPIC 206042996 b",1.70000000,,3.950000,,4114.00,,
"OGLE-2012-BLG-0358L b",13.40000000,5.88000000000000e+02,1.340000,,,,
"Kepler-1193 b",1.32000000,,5.500000,1286.3860,5908.00,0.000000,1453.00
"HD 75784 c",12.80000000,,4.700000,0.0808,4867.00,0.489000,149.31
"Kepler-838 b",2.73000000,,2.130000,61.0890,5770.00,0.000000,777.00
"81 Cet b",13.10000000,,2.570000,13.0071,4734.00,0.037000,526.92
"Kepler-1058 b",2.72000000,,2.140000,0.7700,4644.00,0.000000,239.00
"TOI-4214 b",10.68215861,1.65270771640000e+02,0.740000,1210.0000,6370.00,0.170000,1642.00
"Kepler-391 b",2.50000000,1.10000000000000e+03,380.000000,690.0000,5038.00,0.460000,930.00
"Kepler-698 b",3.68000000,,1.440000,172.5570,5612.00,0.000000,727.00
"TOI-3877 b",11.67975789,9.97981197980000e+01,0.342000,729.0000,5731.00,0.220000,1445.00
"Kepler-409 b",1.19900000,6.00000000000000e+00,19.000000,6.1500,5421.00,0.690000,438.00
"Kepler-273 b",1.50000000,,4.660000,285.6360,5626.00,0.000000,1209.00
"Kepler-636 b",4.45000000,,1.130000,67.5090,5203.00,0.000000,614.00
"Kepler-1914 b",2.94298030,,1.930000,27.6600,5982.00,0.000000,585.00
"HD 200964 b",13.50000000,,1.140000,4.7312,4982.00,0.087000,425.95
"pi Men c",2.01890000,3.63000000000000e+00,2.800000,309.0000,5998.00,0.000000,1169.80
"Kepler-150 c",3.69000000,,1.440000,132.0910,5560.00,0.000000,876.00
"HATS-43 b",13.22662000,8.29536300000000e+01,0.191000,192.2328,5099.00,0.173000,1003.00
"TOI-1437 b",2.24000000,9.60000000000000e+00,3.910000,82.0000,6008.00,0.170000,794.23
"Kepler-685 b",10.58000000,,0.366000,1137.1240,5963.00,0.000000,1579.00
"K2-89 b",0.61500000,,4.020000,78.0000,3691.00,0.150000,830.07
"WASP-49 b",12.44199000,1.17597100000000e+02,0.288000,615.4709,5600.00,0.000000,1400.00
"Kepler-1699 b",1.56671124,,4.400000,245.6500,5575.53,0.000000,1010.00
"Kepler-1152 b",0.87000000,,4.920000,139.6010,3964.00,0.000000,806.00
"HD 30669 b",14.30000000,,0.281000,0.0987,5400.00,0.180000,151.45
"HD 155918 c",12.80000000,1.87804805696300e+03,4.920000,0.0060,5771.84,0.071000,77.38
"Kepler-1391 b",1.68000000,,4.010000,33.3350,5840.00,0.000000,513.00
"TOI-2406 b",2.86000000,1.56000000000000e+01,,6.6900,3100.00,0.170000,449.00
"Kepler-25 c",5.21700000,1.52000000000000e+01,0.588000,210.1720,6354.00,0.006100,934.00
"Kepler-1813 b",1.41300000,,5.030000,298.2000,5167.00,0.000000,1059.00
"Kepler-156 b",2.30000000,,2.660000,135.0770,5094.00,0.000000,867.00
"Kepler-477 b",2.07000000,,3.060000,38.7100,5240.00,0.000000,649.00
"WASP-66 b",15.69260000,7.46900500000000e+02,1.144000,1434.7739,6600.00,0.000000,1569.70
"Kepler-275 b",2.34000000,,2.610000,266.3000,6165.00,0.000000,1015.00
"EPIC 206032309 b",1.01000000,,5.390000,,3489.00,,
"HATS-64 b",18.81991100,3.05116800000000e+02,0.245000,1711.0000,6554.00,0.151000,1793.00
"TOI-2876 b",9.63972340,5.40308291900000e+01,0.330000,124.2000,5271.00,0.130000,929.00
"Kepler-80 f",1.21000000,4.45973000000000e+03,703.000000,750.9640,4540.00,0.186000,1054.00
"Kepler-397 b",2.46000000,,2.440000,20.0100,5307.00,0.000000,539.00
"Kepler-967 b",2.35000000,,2.590000,39.1000,5178.00,0.000000,638.00
"HIP 94235 b",3.00000000,3.79000000000000e+02,,219.2841,5991.00,0.320000,1060.00
"HD 95735 c",3.76000000,,1.410000,0.0023,3719.00,0.132000,63.49
"HD 126614 b",12.70000000,1.07743829973000e+02,0.289000,0.2392,5568.00,0.548000,209.54
"G 261-6 b",1.10000000,,5.660000,1.8000,2907.00,0.000000,322.30
"KOI-351 c",1.19000000,,5.900000,236.3150,6080.00,0.000000,987.00
"Kepler-610 b",4.19000000,,1.220000,139.0720,5943.00,0.000000,888.00
"K2-278 b",2.98000000,,1.900000,1051.5587,6747.00,,1711.00
"HIP 111909 b",13.70000000,,0.822000,6.0097,4891.00,,436.91
"Kepler-33 e",4.02000000,5.57000000000000e+00,0.800000,74.7200,5904.00,0.000000,752.00
"Kepler-1932 b",1.51482218,,4.600000,2799.9000,5278.00,0.000000,1891.00
"HD 90156 b",4.43000000,,1.140000,11.5200,5599.00,0.310000,518.01
"K2-384 b",1.07600000,,5.560000,,3623.00,,
"TOI-2068 b",1.82100000,,3.610000,12.2300,3710.00,,520.62
"Kepler-1382 b",1.88000000,,3.470000,198.4710,6161.00,0.000000,959.00
"Kepler-123 b",2.94000000,5.53000000000000e+01,12.000000,138.8070,6089.00,0.000000,817.00
"Kepler-1890 b",0.86867375,,4.920000,493.0000,6046.00,0.000000,1328.00
"Kepler-1030 b",2.48000000,,2.420000,16.8810,4983.00,0.000000,529.00
"Kepler-112 b",2.36000000,,2.580000,123.8180,5544.00,0.000000,809.00
"Kepler-1077 b",2.77000000,,2.090000,26.9280,5816.00,0.000000,576.00
"Kepler-1451 b",3.35000000,,1.640000,18.7510,5782.00,0.000000,523.00
"KMT-2023-BLG-0416L b",3.67000000,1.30309646870000e+01,1.450000,,,,
"Kepler-190 c",1.46000000,,4.820000,181.6990,5106.00,0.000000,948.00
"HD 153950 b",13.20000000,,2.240000,1.3550,6124.00,0.340000,295.30
"Kepler-1431 b",1.47000000,,4.770000,469.8190,5806.00,0.000000,1064.00
"Kepler-1132 b",2.35000000,,2.590000,4.5470,5298.00,0.000000,384.00
"Kepler-216 c",3.04000000,,1.850000,182.0570,6091.00,0.000000,814.00
"CoRoT-13 b",9.92000000,4.15704000000000e+02,2.340000,546.5339,5945.00,0.000000,1700.00
"Kepler-413 b",4.34700000,6.70000000000000e+01,3.200000,2.9436,4700.00,0.118100,334.96
"HR 2562 b",12.44199000,6.99222495400000e+03,,0.0069,6597.00,0.340000,1255.00
"GJ 86 b",12.90000000,,3.600000,33.7048,5182.00,0.040000,661.12
"GJ 849 b",13.90000000,,0.581000,0.0048,3467.00,0.029000,73.63
"Kepler-1804 b",1.59615726,,4.300000,164.6100,5109.00,0.000000,913.00
"Kepler-267 d",2.27000000,,2.710000,2.6470,4258.00,0.000000,301.00
"HD 190360 d",3.48000000,1.19000000000000e+01,1.550000,7.7173,5560.00,0.058000,459.21
"Kepler-1704 b",11.94877343,1.32216617312000e+03,4.070000,0.3420,5746.00,0.920000,253.80
"K2-95 b",3.31000000,,1.670000,8.4172,3566.00,0.160000,474.00
"Kepler-204 b",2.53000000,,2.350000,79.7030,5812.00,0.000000,828.00
"TOI-5630 b",2.37117553,,2.560000,937.8840,5385.64,,1541.00
"HD 23127 b",13.50000000,,1.080000,0.5038,5843.00,0.406000,223.40
"Kepler-1188 b",2.08000000,,3.040000,165.5730,5913.00,0.000000,775.00
"TOI-4562 c",12.80000000,1.83386990839000e+03,4.810000,0.0657,6096.00,0.122000,138.11
"HD 21411 b",9.52000000,,0.420000,4.1365,5605.00,0.400000,408.17
"Kepler-239 c",2.51000000,,2.380000,4.3150,4914.00,0.000000,366.00
"TOI-201 c",10.40000000,4.99000000000000e+03,24.000000,0.1367,6423.00,0.651000,169.58
"Kepler-821 b",1.31000000,,5.550000,496.8200,5191.00,0.000000,1215.00
"XO-5 b",12.78000000,3.78200000000000e+02,1.060000,397.4799,5430.00,0.000000,1230.00
"Kepler-122 d",2.20000000,,2.830000,77.1400,6050.00,0.000000,747.00
"NGTS-4 b",3.18000000,2.06000000000000e+01,3.450000,886.9841,5143.00,0.000000,1650.00
"Kepler-1825 b",1.42200732,,4.990000,1264.7000,5123.00,0.000000,1520.00
"K2-186 b",3.17207779,,1.760000,,5784.00,,
"Kepler-579 b",2.00000000,,3.200000,60.6090,5636.00,0.000000,730.00
"Kepler-55 e",1.55000000,,4.460000,73.1570,4503.00,0.000000,728.00
"Kepler-1717 b",2.98929758,,1.890000,87.6900,6200.00,0.000000,780.00
"MOA-2022-BLG-249L b",2.04000000,4.83000000000000e+00,3.130000,,,,
"HD 216770 b",14.10000000,,0.355000,3.7539,5399.00,0.370000,370.18
"Kepler-1074 b",1.25000000,,5.910000,27.5690,4002.00,0.000000,568.00
"TOI-6016 b",13.67495645,3.71859236190000e+02,0.810000,940.0000,6110.00,0.000000,1890.00
"Kepler-1278 b",1.01000000,,5.390000,1314.6700,6074.00,0.000000,1213.00
"HD 106270 b",12.40000000,3.62324383980000e+03,10.400000,0.5110,5509.00,0.185000,237.07
"Kepler-1558 b",0.68000000,,4.260000,189.8860,5101.00,0.000000,1019.00
"TOI-5720 b",1.09000000,4.30000000000000e+00,,41.7000,3325.00,,708.00
"Kepler-204 c",1.79000000,,3.700000,36.8860,5812.00,0.000000,683.00
"HAT-P-39 b",17.60900000,1.90372000000000e+02,0.190000,1915.6934,6430.00,0.000000,1752.00
"TOI-4578 b",2.26974262,,2.710000,119.0248,5951.32,,842.42
"Kepler-347 c",1.75000000,,3.800000,65.7070,6088.00,0.000000,705.00
"Kepler-203 d",1.44000000,3.39000000000000e+01,62.400000,121.8160,5821.00,0.000000,855.00
"Kepler-786 b",2.43000000,,2.480000,3.6580,4838.00,0.000000,348.00
"Kepler-1905 b",1.44607340,,4.890000,508.7500,5788.00,0.000000,1212.00
"Kepler-1513 b",8.59400000,4.83099178640000e+01,1.304000,2.2300,5491.00,0.306000,346.00
"Kepler-230 c",2.04000000,,3.120000,2.9760,5588.00,0.000000,359.00
"HATS-16 b",14.57170000,1.03930410000000e+03,1.860000,994.8095,5738.00,0.000000,1592.00
"Kepler-1091 b",1.46000000,,4.820000,1740.8580,5851.00,0.000000,1664.00
"TOI-251 b",2.74000000,3.17830000000000e+02,,277.7462,5875.00,0.000000,1041.19
"Kepler-1713 b",1.71673535,,3.900000,144.3000,6477.00,0.000000,900.00
"K2-3 c",1.58200000,2.68000000000000e+00,3.700000,3.1700,3844.00,0.048000,371.80
"Kepler-295 b",1.22000000,,5.990000,287.5000,5603.00,0.000000,741.00
"HATS-3 b",15.48000000,3.40382000000000e+02,0.510000,1212.0044,6351.00,0.000000,1648.00
"Kepler-1121 b",1.91000000,,3.400000,205.2720,6231.00,0.000000,1008.00
"Kepler-466 c",1.25000000,,5.910000,410.4000,5927.00,0.000000,1206.00
"Kepler-197 c",1.23000000,5.30000000000000e+00,15.700000,189.9650,6004.00,0.080000,930.00
"TOI-1839 b",2.21895097,,2.800000,921.8467,5315.91,,1405.35
"CoRoT-36 b",15.80466279,2.16123316760000e+02,0.250000,1491.0287,6730.00,0.000000,1567.00
"Kepler-402 d",1.38000000,,5.190000,214.2770,6090.00,0.000000,1006.00
"TOI-1478 b",11.99360935,2.79688998160000e+02,0.880000,261.0130,5597.00,0.055000,918.00
"GJ 832 b",13.80000000,3.14650122930000e+02,0.658000,0.0019,3472.00,0.050000,57.84
"Barnard b",0.72000000,,4.400000,6.7600,3195.00,0.030000,438.00
"TOI-969 c",12.40000000,,10.400000,0.0208,4435.00,0.628000,96.40
"GJ 3082 b",2.79000000,,2.070000,5.5210,3910.00,0.220000,457.53
"TOI-1294 b",10.12369881,6.39000000000000e+01,0.340000,311.4980,5718.00,0.000000,1392.74
"HD 222155 b",13.40000000,5.81625984810000e+02,1.330000,0.1222,5701.00,0.160000,164.93
"KOI-351 b",1.31000000,,5.550000,316.4420,6080.00,0.000000,1062.00
"WASP-151 b",13.30506009,1.00433776612000e+02,0.250651,460.0000,5871.00,0.000000,1312.00
"HD 117618 b",8.59000000,,0.479000,50.4075,5990.00,0.150000,745.79
"Kepler-1629 b",0.77000000,,4.590000,315.4570,5776.00,0.000000,1081.00
"Kepler-414 b",1.71000000,3.50000000000000e+00,3.850000,241.1710,5536.00,0.000000,1024.00
"HIP 57274 d",14.20000000,,0.321000,1.5183,4640.00,0.270000,183.59
"K2-289 b",9.10000000,,0.445000,27.3178,5529.00,,753.00
"HD 102888 b",12.80000000,,4.740000,37.4512,4990.00,0.110000,688.63
"K2-38 b",1.54000000,7.30000000000000e+00,11.000000,426.0000,5731.00,0.197000,1266.00
"GJ 1002 b",1.03000000,,5.430000,0.6700,3024.00,,230.90
"HD 212301 b",14.20000000,,0.311000,1944.4444,6239.00,0.000000,1870.75
"Kepler-1680 b",1.35954736,,5.290000,49.0000,5021.00,0.000000,771.00
"K2-378 b",2.88000000,,1.990000,,4823.00,,
"HD 43197 b",14.20000000,,0.337000,0.9377,5508.00,0.742000,282.81
"Kepler-379 c",2.29000000,,2.680000,19.7930,6054.00,0.000000,530.00
"Kepler-1321 b",4.92000000,,0.992000,13.5470,4094.00,0.000000,408.00
"Kepler-29 b",2.55000000,5.00000000000000e+00,1.650000,55.9000,5378.00,0.000000,777.00
"Kepler-1486 b",2.32000000,,2.640000,22.3720,5965.00,0.000000,538.00
"Kepler-1718 b",2.56852070,,2.310000,3.7000,5731.00,0.000000,345.00
"HD 181433 c",,2.20700045820800e+03,,0.0984,4918.00,0.240200,153.53
"Kepler-1599 b",1.62000000,,4.210000,8.1960,5767.00,0.000000,407.00
"HD 25912 b",6.90000000,,0.638000,18.7477,5920.58,0.050000,579.16
"TOI-5108 b",6.60000000,3.20000000000000e+01,0.600000,122.7850,5808.00,,1180.00
"BD-08 2823 b",,2.94849413173900e+03,,65.7249,4816.00,0.150000,798.86
"TOI-4914 b",12.87000000,2.27000000000000e+02,0.590000,18.1082,5805.00,0.408000,894.00
"TOI-4495 b",2.48300000,7.70000000000000e+00,2.710000,1001.2800,6210.00,0.078000,1735.00
"K2-37 c",2.41000000,,2.510000,118.0000,5352.00,,839.00
"Kepler-911 b",2.60000000,,2.270000,198.7250,6112.00,0.000000,931.00
"HD 114783 b",13.70000000,,0.747000,0.3152,5135.00,0.144000,210.79
"USco1556 b",12.30000000,4.76745000000000e+03,14.100000,0.0000,3410.00,,2240.00
"Kepler-1679 b",2.06920360,,3.060000,103.3000,5501.00,0.000000,813.00
"Kepler-238 b",1.73000000,3.30502000000000e+03,526.000000,2500.5880,5751.00,0.000000,1642.00
"Kepler-67 b",2.94000000,,1.940000,30.6000,5331.00,0.000000,602.00
"Kepler-350 c",3.10000000,6.10000000000000e+00,0.350000,138.4150,6492.30,0.000000,888.00
"Kepler-1327 b",1.80000000,,3.670000,79.9000,5885.00,0.000000,831.00
"Kepler-677 b",5.38000000,,0.882000,683.2740,5723.00,0.000000,1015.00
"HD 187123 c",13.20000000,9.12167528090000e+02,2.180000,0.0560,5790.00,0.252000,135.42
"Kepler-773 b",1.43000000,,4.940000,490.7070,5850.00,0.000000,1160.00
"BD-06 1339 c",8.38000000,,0.495000,0.5024,4324.00,0.310000,261.91
"Kepler-816 b",10.24000000,,0.381000,50.5630,5286.00,0.000000,668.00
"HD 51608 b",3.62000000,,1.480000,50.8256,5358.00,0.090000,759.92
"HD 202696 b",,6.34388680000000e+02,,9.5418,5040.00,0.011000,492.46
"HD 219134 c",1.51100000,4.36000000000000e+00,6.950000,62.1000,4699.00,0.062000,782.00
"K2-239 d",1.10000000,,5.660000,3.4099,3420.00,,399.00
"NGC 2682 YBP 401 b",14.30000000,,0.275000,,6165.00,0.150000,
"HD 142 b",12.70000000,2.25658168970000e+03,6.050000,2.7603,6245.00,0.158000,358.19
"HD 125390 b",11.90000000,8.64620398402800e+03,28.200000,1.0874,4882.00,0.597000,320.26
"Kepler-182 c",3.43000000,,1.580000,88.8520,6250.00,0.000000,729.00
"Kepler-880 c",2.87000000,,2.000000,926.7200,6900.00,0.000000,1407.00
